id	filename	md5	size	state
2e1570c4-b1b2-4e1d-9df8-c3ca40e1dee1	2e1570c4-b1b2-4e1d-9df8-c3ca40e1dee1/4906506c-0236-4a3f-93b0-300384bd324d.rna_seq.augmented_star_gene_counts.tsv	f30aedd2c843066e83a1380826d2a538	4227871	validated
2e4989d4-fde3-4da7-b656-5e07dcf28b14	2e4989d4-fde3-4da7-b656-5e07dcf28b14/7b980b35-f9d6-4d92-bd0d-cf152156a2d8.rna_seq.augmented_star_gene_counts.tsv	e032317715de10bbd901d79ac7ddeca3	4237575	validated
2f3ed4ce-16b8-447d-9b18-d1e95d21de76	2f3ed4ce-16b8-447d-9b18-d1e95d21de76/6394059f-8ec8-4fe7-80bc-3650c76b4499.rna_seq.augmented_star_gene_counts.tsv	979eb3aee55b6570e65b505ac0a6cd06	4237036	validated
2f837f98-b8e4-4b61-a6a9-547e6055fa23	2f837f98-b8e4-4b61-a6a9-547e6055fa23/888aae57-feeb-4d15-b905-86ec8e7fd286.rna_seq.augmented_star_gene_counts.tsv	433abd7e76458543ce05a9eadae8c69e	4234685	validated
30375ae3-f85f-4721-bef4-3094fe8bf38a	30375ae3-f85f-4721-bef4-3094fe8bf38a/e749773c-7cd6-45d4-ae43-68b03f9b2a25.rna_seq.augmented_star_gene_counts.tsv	62ba797cd22466c7cc77ffd607abf1a5	4210117	validated
3071ca0c-c031-4fe2-a534-e7de322bc4ae	3071ca0c-c031-4fe2-a534-e7de322bc4ae/bdd0d102-23f1-4b2d-9080-4eb1c933ddd7.rna_seq.augmented_star_gene_counts.tsv	8417248757ac46ca67d50fbe915816cb	4240821	validated
31050be4-da9b-4691-9a70-93d1dda4695a	31050be4-da9b-4691-9a70-93d1dda4695a/936f451e-b761-47f8-9d3d-db4cdb1ec27b.rna_seq.augmented_star_gene_counts.tsv	c005181d1578aad39efab3bf5ce5f740	4255633	validated
319a6f57-afe8-40b8-aa8c-194b68adbcaa	319a6f57-afe8-40b8-aa8c-194b68adbcaa/51aea3a7-011d-4f8b-af00-fc7c169591d9.rna_seq.augmented_star_gene_counts.tsv	fd87d6e9fc7668178dbdb61f1c71a20b	4225783	validated
3449e073-b0f2-4498-b9db-18e8593ef580	3449e073-b0f2-4498-b9db-18e8593ef580/2e33127c-779d-4f05-bbae-7893b9d27364.rna_seq.augmented_star_gene_counts.tsv	3614b421d0e9c1d0f6ce12ed2bbf6821	4235540	validated
34eded85-bb51-4577-a728-152f6914ed1a	34eded85-bb51-4577-a728-152f6914ed1a/e88178d8-35c0-4578-b52b-30ebe4847b6e.rna_seq.augmented_star_gene_counts.tsv	0011c64ded2fab1cb26ed62d3039c354	4231523	validated
3524be8c-d600-492a-b912-f712ad158a8e	3524be8c-d600-492a-b912-f712ad158a8e/0de2c4aa-0a01-49af-bc43-027f6321eb15.rna_seq.augmented_star_gene_counts.tsv	a53172b6ec4291542163f152c3948dc1	4224810	validated
354c79ce-261d-4543-8868-3eee6d7455b7	354c79ce-261d-4543-8868-3eee6d7455b7/9c6e0acf-3b58-4c3f-99f1-460b0aa68693.rna_seq.augmented_star_gene_counts.tsv	40761fc62881b979588e8c15d8a88641	4245256	validated
3561d728-6997-436d-8b40-e2988013e1f3	3561d728-6997-436d-8b40-e2988013e1f3/7775f83b-5a91-4ced-83dd-c6c419c110ab.rna_seq.augmented_star_gene_counts.tsv	432ec443759e28df1f8c827dff6f474d	4256406	validated
3609a255-f79f-4fbd-85b1-7d054daf2ccb	3609a255-f79f-4fbd-85b1-7d054daf2ccb/bfbd4b8b-d34e-4ad2-a30b-6465d61ddf98.rna_seq.augmented_star_gene_counts.tsv	1552bc35616a74b28cf854a9f52dd33e	4253644	validated
37657888-bb13-429b-800c-deb8a6bdf27c	37657888-bb13-429b-800c-deb8a6bdf27c/b5a77ad0-9041-4392-afde-ff98f1321c97.rna_seq.augmented_star_gene_counts.tsv	95092c019eaa0b9dfdc77cb6590981d4	4229603	validated
